1.000	9.450	1.506	
2.000	6.150	0.215	
3.000	6.500	0.861	
4.000	5.100	0.000	
5.000	4.150	0.645	
6.000	4.100	0.430	
7.000	2.050	0.215	
8.000	1.475	0.538	
9.000	0.830	0.301	
10.000	0.165	0.108	
